"Entry ID","Deposition Date","Release Date","PDB ID",
"6WTJ","2020-05-02","2020-05-20","6WTJ",
"6WTM","2020-05-03","2020-05-20","6WTM",
"5RGQ","2020-04-07","2020-04-15","5RGQ",
"5RGR","2020-04-07","2020-04-15","5RGR",
"5RGO","2020-04-07","2020-04-15","5RGO",
"5RGP","2020-04-07","2020-04-15","5RGP",
"5RGM","2020-04-07","2020-04-15","5RGM",
"5RGN","2020-04-07","2020-04-15","5RGN",
"5RGK","2020-04-07","2020-04-15","5RGK",
"5RGL","2020-04-07","2020-04-15","5RGL",
"5RGS","2020-04-07","2020-04-15","5RGS",
"5RG1","2020-03-18","2020-04-15","5RG1",
"5RG2","2020-03-18","2020-04-15","5RG2",
"5RG3","2020-03-18","2020-04-15","5RG3",
"5RGI","2020-04-07","2020-04-15","5RGI",
"5RGJ","2020-04-07","2020-04-15","5RGJ",
"5RGG","2020-04-07","2020-04-15","5RGG",
"5RGH","2020-04-07","2020-04-15","5RGH",
"7CBT","2020-06-13","2020-09-02","7CBT",
"7K0F","2020-09-04","2021-01-13","7K0F",
"7K0E","2020-09-04","2021-07-07","7K0E",
"6M2Q","2020-02-28","2020-04-15","6M2Q",
"6M2N","2020-02-28","2020-04-15","6M2N",
"7JKV","2020-07-29","2020-09-23","7JKV",
"5RHB","2020-05-16","2020-06-10","5RHB",
"5RHC","2020-05-16","2020-06-10","5RHC",
"5RHD","2020-05-16","2020-06-10","5RHD",
"7C6S","2020-05-22","2020-09-02","7C6S",
"7JPY","2020-08-10","2020-12-23","7JPY",
"7C6U","2020-05-22","2020-09-02","7C6U",
"7JQ4","2020-08-10","2020-12-23","7JQ4",
"7JQ3","2020-08-10","2020-12-23","7JQ3",
"7JQ5","2020-08-10","2020-12-23","7JQ5",
"7JQ0","2020-08-10","2020-12-23","7JQ0",
"7JQ2","2020-08-10","2020-12-23","7JQ2",
"7JQ1","2020-08-10","2020-12-23","7JQ1",
"7JPZ","2020-08-10","2020-12-23","7JPZ",
"6WTK","2020-05-03","2020-05-20","6WTK",
"7ALI","2020-10-06","2020-12-02","7ALI",
"7ALH","2020-10-06","2020-12-02","7ALH",
"5RFP","2020-03-15","2020-03-25","5RFP",
"5RFQ","2020-03-15","2020-03-25","5RFQ",
"5RFN","2020-03-15","2020-03-25","5RFN",
"5RG0","2020-03-15","2020-03-25","5RG0",
"5RFO","2020-03-15","2020-03-25","5RFO",
"5RFL","2020-03-15","2020-03-25","5RFL",
"5RFM","2020-03-15","2020-03-25","5RFM",
"5RFJ","2020-03-15","2020-03-25","5RFJ",
"5RFK","2020-03-15","2020-03-25","5RFK",
"5RFX","2020-03-15","2020-03-25","5RFX",
"5RFY","2020-03-15","2020-03-25","5RFY",
"5RFV","2020-03-15","2020-03-25","5RFV",
"5RFW","2020-03-15","2020-03-25","5RFW",
"5RFT","2020-03-15","2020-03-25","5RFT",
"5RFU","2020-03-15","2020-03-25","5RFU",
"5RFR","2020-03-15","2020-03-25","5RFR",
"5RFS","2020-03-15","2020-03-25","5RFS",
"5RFZ","2020-03-15","2020-03-25","5RFZ",
"5RF0","2020-03-15","2020-03-25","5RF0",
"5REO","2020-03-15","2020-03-25","5REO",
"5RF1","2020-03-15","2020-03-25","5RF1",
"5REP","2020-03-15","2020-03-25","5REP",
"5REM","2020-03-15","2020-03-25","5REM",
"5REN","2020-03-15","2020-03-25","5REN",
"5REK","2020-03-15","2020-03-25","5REK",
"5REL","2020-03-15","2020-03-25","5REL",
"5REI","2020-03-15","2020-03-25","5REI",
"5REJ","2020-03-15","2020-03-25","5REJ",
"5RF8","2020-03-15","2020-03-25","5RF8",
"5REW","2020-03-15","2020-03-25","5REW",
"5RF9","2020-03-15","2020-03-25","5RF9",
"5REX","2020-03-15","2020-03-25","5REX",
"5RF6","2020-03-15","2020-03-25","5RF6",
"5REU","2020-03-15","2020-03-25","5REU",
"5RF7","2020-03-15","2020-03-25","5RF7",
"5REV","2020-03-15","2020-03-25","5REV",
"5RF4","2020-03-15","2020-03-25","5RF4",
"5RES","2020-03-15","2020-03-25","5RES",
"5RF5","2020-03-15","2020-03-25","5RF5",
"5RET","2020-03-15","2020-03-25","5RET",
"5RF2","2020-03-15","2020-03-25","5RF2",
"5RF3","2020-03-15","2020-03-25","5RF3",
"5RER","2020-03-15","2020-03-25","5RER",
"5RFA","2020-03-15","2020-03-25","5RFA",
"5REY","2020-03-15","2020-03-25","5REY",
"5REZ","2020-03-15","2020-03-25","5REZ",
"5RFH","2020-03-15","2020-03-25","5RFH",
"5RFI","2020-03-15","2020-03-25","5RFI",
"5RFF","2020-03-15","2020-03-25","5RFF",
"5RFG","2020-03-15","2020-03-25","5RFG",
"5RFD","2020-03-15","2020-03-25","5RFD",
"5RFE","2020-03-15","2020-03-25","5RFE",
"5RFB","2020-03-15","2020-03-25","5RFB",
"5RFC","2020-03-15","2020-03-25","5RFC",
"5RE7","2020-03-15","2020-03-25","5RE7",
"5RE8","2020-03-15","2020-03-25","5RE8",
"5RE5","2020-03-15","2020-03-25","5RE5",
"5RE6","2020-03-15","2020-03-25","5RE6",
"5RE4","2020-03-15","2020-03-25","5RE4",
"5RE9","2020-03-15","2020-03-25","5RE9",
"5REG","2020-03-15","2020-03-25","5REG",
"5REH","2020-03-15","2020-03-25","5REH",
"5REE","2020-03-15","2020-03-25","5REE",
"5REF","2020-03-15","2020-03-25","5REF",
"5REC","2020-03-15","2020-03-25","5REC",
"5RED","2020-03-15","2020-03-25","5RED",
"5REA","2020-03-15","2020-03-25","5REA",
"5REB","2020-03-15","2020-03-25","5REB",
"5R83","2020-03-03","2020-03-11","5R83",
"5R80","2020-03-03","2020-03-11","5R80",
"5R7Z","2020-03-03","2020-03-11","5R7Z",
"7L8I","2020-12-31","2021-09-22","7L8I",
"7L8J","2020-12-31","2021-09-22","7L8J",
"7K0H","2020-09-04","2021-07-07","7K0H",
"7K0G","2020-09-04","2021-07-07","7K0G",
"7CB7","2020-06-10","2021-05-05","7CB7",
"7CAM","2020-06-09","2021-05-05","7CAM",
"7JUN","2020-08-20","2020-09-02","7JUN",
"6YVF","2020-04-28","2020-05-20","6YVF",
"6YNQ","2020-04-14","2020-04-29","6YNQ",
"7JSU","2020-08-16","2021-03-10","7JSU",
"7AVD","2020-11-05","2020-12-02","7AVD",
"7AQI","2020-10-21","2020-12-02","7AQI",
"7D1M","2020-09-14","2020-10-28","7D1M",
"5RHF","2020-05-16","2020-06-10","5RHF",
"5RHE","2020-05-16","2020-06-10","5RHE",
"6WQF","2020-04-28","2020-05-06","6WQF",
"7AR5","2020-10-23","2020-12-02","7AR5",
"7AR6","2020-10-23","2020-12-02","7AR6",
"7AMJ","2020-10-09","2020-12-02","7AMJ",
"7AHA","2020-09-24","2020-12-02","7AHA",
"7AGA","2020-09-22","2020-12-02","7AGA",
"7A1U","2020-08-14","2020-12-02","7A1U",
"7MBG","2021-03-31","2021-04-07","7MBG",
"7LFE","2021-01-16","2021-02-03","7LFE",
"7LFP","2021-01-18","2021-02-03","7LFP",
"7LDX","2021-01-14","2021-01-20","7LDX",
"7KFI","2020-10-14","2020-10-28","7KFI",
"7BAL","2020-12-15","2021-06-02","7BAL",
"7BAK","2020-12-15","2021-06-02","7BAK",
"7BAJ","2020-12-15","2021-06-02","7BAJ",
"7AY7","2020-11-11","2020-12-02","7AY7",
"7AXO","2020-11-10","2020-12-02","7AXO",
"7AX6","2020-11-09","2020-12-02","7AX6",
"7AWU","2020-11-09","2020-12-02","7AWU",
"7AWR","2020-11-09","2020-12-02","7AWR",
"7AWS","2020-11-09","2020-12-02","7AWS",
"7AWW","2020-11-09","2020-12-02","7AWW",
"7AXM","2020-11-09","2020-12-02","7AXM",
"7B83","2020-12-12","2021-01-13","7B83",
"7AQJ","2020-10-22","2020-12-02","7AQJ",
"7ARF","2020-10-24","2020-12-02","7ARF",
"7AOL","2020-10-14","2020-12-02","7AOL",
"7AP6","2020-10-16","2020-12-02","7AP6",
"7ANS","2020-10-12","2020-12-02","7ANS",
"7AKU","2020-10-02","2020-10-28","7AKU",
"7AF0","2020-09-18","2020-12-02","7AF0",
"7ADW","2020-09-16","2020-12-02","7ADW",
"7ABU","2020-09-08","2020-12-02","7ABU",
"7NG6","2021-02-08","2021-04-07","7NG6",
"7NG3","2021-02-08","2021-04-07","7NG3",
"7BGP","2021-01-08","2021-03-03","7BGP",
"7BE7","2020-12-22","2021-03-03","7BE7",
"7BB2","2020-12-16","2021-03-03","7BB2",
"7P51","2021-07-13","2021-10-06","7P51",
"7N6N","2021-06-08","2021-06-16","7N6N",
"7KVR","2020-11-28","2020-12-09","7KVR",
"7KVL","2020-11-28","2020-12-09","7KVL",
"7APH","2020-10-16","2020-12-02","7APH",
"7AK4","2020-09-29","2020-12-02","7AK4",
"5R7Y","2020-03-03","2020-03-11","5R7Y",
"5R82","2020-03-03","2020-03-11","5R82",
"5R81","2020-03-03","2020-03-11","5R81",
"5R84","2020-03-03","2020-03-11","5R84",
"7N5Z","2021-06-07","2021-06-16","7N5Z",
"7MGS","2021-04-13","2021-06-23","7MGS",
"7MGR","2021-04-13","2021-06-23","7MGR",
"6Y2G","2020-02-15","2020-03-04","6Y2G",
"6Y2E","2020-02-15","2020-03-04","6Y2E",
"7LCP","2021-01-11","2021-05-12","7LCP",
"7BRO","2020-03-29","2020-05-13","7BRO",
"7BRP","2020-03-29","2020-05-13","7BRP",
"7LMF","2021-02-05","2021-08-11","7LMF",
"7LME","2021-02-05","2021-08-11","7LME",
"7LMD","2021-02-05","2021-08-11","7LMD",
"7JW8","2020-08-25","2021-03-10","7JW8",
"7JT0","2020-08-16","2021-03-10","7JT0",
"7JT7","2020-08-17","2021-03-17","7JT7",
"7P35","2021-07-07","2021-07-21","7P35",
"7KPH","2020-11-11","2020-11-18","7KPH",
"6WTT","2020-05-03","2020-05-20","6WTT",
"7JST","2020-08-16","2021-03-03","7JST",
"6LZE","2020-02-19","2020-04-29","6LZE",
"6M0K","2020-02-22","2020-04-29","6M0K",
"7COM","2020-08-04","2020-08-19","7COM",
"7C7P","2020-05-26","2020-07-29","7C7P",
"7NEV","2021-02-05","2021-03-03","7NEV",
"7MHH","2021-04-15","2021-05-12","7MHH",
"7MHG","2021-04-15","2021-05-12","7MHG",
"7MHJ","2021-04-15","2021-05-12","7MHJ",
"7MHI","2021-04-15","2021-05-12","7MHI",
"7MHF","2021-04-15","2021-05-12","7MHF",
"7MHP","2021-04-15","2021-05-12","7MHP",
"7MHO","2021-04-15","2021-05-12","7MHO",
"7MHQ","2021-04-15","2021-05-12","7MHQ",
"7MHL","2021-04-15","2021-05-12","7MHL",
"7MHK","2021-04-15","2021-05-12","7MHK",
"7MHN","2021-04-15","2021-05-12","7MHN",
"7MHM","2021-04-15","2021-05-12","7MHM",
"7AQE","2020-10-21","2021-03-03","7AQE",
"6Y2F","2020-02-15","2020-03-04","6Y2F",
"7D3I","2020-09-19","2020-10-07","7D3I",
"7MBI","2021-03-31","2021-07-21","7MBI",
"7LTJ","2021-02-19","2021-03-03","7LTJ",
"7LB7","2021-01-07","2021-01-20","7LB7",
"7LCQ","2021-01-11","2021-05-12","7LCQ",
"6LU7","2020-01-26","2020-02-05","6LU7",
"7BQY","2020-03-26","2020-04-22","7BQY",
"7LYI","2021-03-07","2021-03-17","7LYI",
"7LYH","2021-03-07","2021-03-17","7LYH",
"6XQT","2020-07-10","2020-07-22","6XQT",
"6XQU","2020-07-10","2020-07-22","6XQU",
"6XQS","2020-07-10","2020-07-22","6XQS",
"7DJR","2020-11-21","2021-06-16","7DJR",
"6Y7M","2020-03-01","2020-03-18","6Y7M",
"7KHP","2020-10-21","2020-10-28","7KHP",
"7JYC","2020-08-30","2020-09-09","7JYC",
"7K3T","2020-09-13","2020-09-23","7K3T",
"7JP1","2020-08-07","2020-10-07","7JP1",
"7JOY","2020-08-07","2020-10-07","7JOY",
"7EIZ","2021-04-01","2021-09-22","7EIZ",
"7EGQ","2021-03-25","2021-07-21","7EGQ",
"6XCH","2020-06-08","2020-06-17","6XCH",
"7LCT","2021-01-11","2021-07-07","7LCT",
"7LCS","2021-01-11","2021-07-07","7LCS",
"7LCO","2021-01-11","2021-07-07","7LCO",
"7LDL","2021-01-13","2021-07-07","7LDL",
"7N8C","2021-06-14","2021-06-23","7N8C",
"5RH2","2020-05-15","2020-05-27","5RH2",
"5RH3","2020-05-15","2020-05-27","5RH3",
"5RH0","2020-05-15","2020-05-27","5RH0",
"5RH1","2020-05-15","2020-05-27","5RH1",
"5RGY","2020-05-15","2020-05-27","5RGY",
"5RGZ","2020-05-15","2020-05-27","5RGZ",
"5RH8","2020-05-15","2020-05-27","5RH8",
"5RGW","2020-05-15","2020-05-27","5RGW",
"5RH9","2020-05-15","2020-05-27","5RH9",
"5RGX","2020-05-15","2020-05-27","5RGX",
"5RH6","2020-05-15","2020-05-27","5RH6",
"5RGU","2020-05-15","2020-05-27","5RGU",
"5RH7","2020-05-15","2020-05-27","5RH7",
"5RGV","2020-05-15","2020-05-27","5RGV",
"5RH4","2020-05-15","2020-05-27","5RH4",
"5RH5","2020-05-15","2020-05-27","5RH5",
"5RGT","2020-05-15","2020-05-27","5RGT",
"5RHA","2020-05-15","2020-05-27","5RHA",
"7K6D","2020-09-19","2020-09-30","7K6D",
"7K6E","2020-09-19","2020-09-30","7K6E",
"7DPP","2020-12-21","2021-05-12","7DPP",
"7DPV","2020-12-21","2021-05-12","7DPV",
"6XMK","2020-06-30","2020-07-08","6XMK",
"7N44","2021-06-03","2021-07-21","7N44",
"7E19","2021-02-01","2021-06-23","7E19",
"6XB0","2020-06-05","2020-06-17","6XB0",
"6XB1","2020-06-05","2020-06-17","6XB1",
"6XB2","2020-06-05","2020-06-17","6XB2",
"7B3C","2020-11-30","2020-12-23","7B3C",
"7B3D","2020-11-30","2020-12-23","7B3D",
"7B3B","2020-11-30","2020-12-23","7B3B",
"7L8H","2020-12-31","2021-09-22","7L8H",
"7LTN","2021-02-19","2021-11-10","7LTN",
"7E18","2021-02-01","2021-06-23","7E18",
"7RMZ","2021-07-28","2021-11-10","7RMZ",
"7RMT","2021-07-28","2021-11-10","7RMT",
"7RN4","2021-07-29","2021-11-10","7RN4",
"7RNH","2021-07-29","2021-11-10","7RNH",
"7RNK","2021-07-29","2021-11-10","7RNK",
"7RLS","2021-07-26","2021-11-10","7RLS",
"7RMB","2021-07-27","2021-11-10","7RMB",
"7RME","2021-07-27","2021-11-10","7RME",
"7RM2","2021-07-26","2021-11-10","7RM2",
"7BUY","2020-04-08","2020-04-29","7BUY",
"7RC0","2021-07-06","2021-09-29","7RC0",
"7RBZ","2021-07-06","2021-09-29","7RBZ",
"6XHU","2020-06-19","2020-07-01","6XHU",
"5R8T","2020-03-03","2020-04-01","5R8T",
"7JU7","2020-08-19","2020-09-09","7JU7",
"7NF5","2021-02-05","2021-04-07","7NF5",
"6XEZ","2020-06-14","2020-07-29","6XEZ",
"7KRN","2020-11-20","2021-04-21","7KRN",
"7KRO","2020-11-20","2021-04-21","7KRO",
"7M91","2021-03-30","2021-06-30","7M91",
"7M8P","2021-03-30","2021-06-30","7M8P",
"7M90","2021-03-30","2021-06-30","7M90",
"7M8O","2021-03-30","2021-06-30","7M8O",
"7M8N","2021-03-30","2021-06-30","7M8N",
"7M8M","2021-03-30","2021-06-30","7M8M",
"7M8X","2021-03-30","2021-06-30","7M8X",
"7M8Z","2021-03-30","2021-06-30","7M8Z",
"7M8Y","2021-03-30","2021-06-30","7M8Y",
"7OYG","2021-06-24","2021-08-25","7OYG",
"6WNP","2020-04-23","2020-05-06","6WNP",
"7MNG","2021-04-30","2021-05-12","7MNG",
"7NW2","2021-03-16","2021-07-07","7NW2",
"6ZRU","2020-07-14","2020-08-12","6ZRU",
"6ZRT","2020-07-14","2020-08-12","6ZRT",
"7B3E","2020-11-30","2021-01-13","7B3E",
"7NBY","2021-01-28","2021-03-03","7NBY",
"7D1O","2020-09-15","2020-09-23","7D1O",
"7BFB","2021-01-02","2021-03-03","7BFB",
"7CWC","2020-08-27","2020-09-30","7CWC",
"7CWB","2020-08-27","2020-09-30","7CWB",
"7VH8","2021-09-21","2021-11-03","7VH8",
"7DK1","2020-11-22","2021-06-30","7DK1",
"7CYQ","2020-09-04","2020-12-09","7CYQ",
"7CXN","2020-09-02","2020-11-04","7CXN",
"7CXM","2020-09-02","2020-11-04","7CXM",
"5RL4","2020-08-05","2020-12-02","5RL4",
"5RL5","2020-08-05","2020-12-02","5RL5",
"5RL2","2020-08-05","2020-12-02","5RL2",
"5RL3","2020-08-05","2020-12-02","5RL3",
"5RL0","2020-08-05","2020-12-02","5RL0",
"5RL1","2020-08-05","2020-12-02","5RL1",
"7KYU","2020-12-08","2020-12-16","7KYU",
"7L12","2020-12-14","2021-03-03","7L12",
"7L11","2020-12-14","2021-03-03","7L11",
"7L14","2020-12-14","2021-03-03","7L14",
"7L13","2020-12-14","2021-03-03","7L13",
"7L10","2020-12-13","2021-03-03","7L10",
"6XR3","2020-07-10","2020-08-19","6XR3",
"7L5D","2020-12-21","2020-12-30","7L5D",
"7JVZ","2020-08-24","2020-09-16","7JVZ",
"7LZU","2021-03-10","2021-03-24","7LZU",
"7LZT","2021-03-10","2021-03-24","7LZT",
"7LZZ","2021-03-10","2021-03-24","7LZZ",
"7LZW","2021-03-10","2021-03-24","7LZW",
"7LZV","2021-03-10","2021-03-24","7LZV",
"7LZY","2021-03-10","2021-03-24","7LZY",
"7LZX","2021-03-10","2021-03-24","7LZX",
"7M00","2021-03-10","2021-03-24","7M00",
"7M02","2021-03-10","2021-03-24","7M02",
"7M01","2021-03-10","2021-03-24","7M01",
"7M04","2021-03-10","2021-03-24","7M04",
"7M03","2021-03-10","2021-03-24","7M03",
"7KRP","2020-11-20","2021-04-21","7KRP",
"7BW4","2020-04-13","2020-05-27","7BW4",
"7K40","2020-09-14","2020-09-23","7K40",
"7MRR","2021-05-08","2021-05-19","7MRR",
"7KX5","2020-12-03","2020-12-16","7KX5",
"6WEY","2020-04-03","2020-04-29","6WEY",
"7FAZ","2021-07-08","2021-07-21","7FAZ",
"7FAY","2021-07-08","2021-07-21","7FAY",
"6VH0","2020-01-09","2020-08-12","6VH0",
"6VH3","2020-01-09","2020-08-12","6VH3",
"6VH1","2020-01-09","2020-08-12","6VH1",
"6VH2","2020-01-09","2020-08-12","6VH2",
"6VGZ","2020-01-09","2020-08-12","6VGZ",
"6VGY","2020-01-09","2020-08-12","6VGY",
"7DDC","2020-10-28","2021-11-10","7DDC",
"7BV2","2020-04-09","2020-04-22","7BV2",
"6Z2E","2020-05-15","2020-06-17","6Z2E",
"6W63","2020-03-16","2020-03-25","6W63",
"7C2Q","2020-05-08","2020-09-02","7C2Q",
"6XKH","2020-06-26","2020-07-08","6XKH",
"6XKF","2020-06-26","2020-07-08","6XKF",
"7JFQ","2020-07-17","2020-07-29","7JFQ",
"6XOA","2020-07-06","2020-07-15","6XOA",
"7DGB","2020-11-11","2021-11-24","7DGB",
"7DGG","2020-11-11","2021-11-24","7DGG",
"7DGF","2020-11-11","2021-11-24","7DGF",
"7N89","2021-06-14","2021-06-23","7N89",
"7NBS","2021-01-27","2021-03-03","7NBS",
"7NBR","2021-01-27","2021-03-03","7NBR",
"7AAP","2020-09-04","2020-09-23","7AAP",
"7OZV","2021-06-28","2021-08-18","7OZV",
"7OZU","2021-06-28","2021-08-18","7OZU",
"6M71","2020-03-16","2020-04-01","6M71",
"7CTT","2020-08-20","2020-09-02","7CTT",
"6YYT","2020-05-06","2020-05-13","6YYT",
"7BV1","2020-04-09","2020-04-22","7BV1",
"7BTF","2020-04-01","2020-04-08","7BTF",
"7M2P","2021-03-17","2021-08-25","7M2P",
"7LKD","2021-02-02","2021-04-14","7LKD",
"7LKE","2021-02-02","2021-04-14","7LKE",
"6WQD","2020-04-28","2020-05-06","6WQD",
"6WIQ","2020-04-10","2020-04-22","6WIQ",
"7S4B","2021-09-08","2021-09-15","7S4B",
"7S3K","2021-09-07","2021-09-15","7S3K",
"7S3S","2021-09-08","2021-09-15","7S3S",
"7C8B","2020-05-29","2020-09-02","7C8B",
"7NTS","2021-03-10","2021-10-06","7NTS",
"7DPU","2020-12-21","2021-05-12","7DPU",
"7R7H","2021-06-24","2021-09-01","7R7H",
"6W75","2020-03-18","2020-03-25","6W75",
"6W4H","2020-03-10","2020-03-18","6W4H",
"7JRN","2020-08-12","2020-08-26","7JRN",
"6W2A","2020-03-05","2020-08-12","6W2A",
"6XA4","2020-06-03","2020-06-17","6XA4",
"7C8R","2020-06-03","2020-06-17","7C8R",
"7C8T","2020-06-03","2020-06-17","7C8T",
"7DIY","2020-11-19","2021-05-19","7DIY",
"7DCD","2020-10-24","2021-03-24","7DCD",
"7RFS","2021-07-14","2021-11-10","7RFS",
"7RFR","2021-07-14","2021-11-10","7RFR",
"7RFU","2021-07-14","2021-11-10","7RFU",
"7RFW","2021-07-14","2021-11-10","7RFW",
"7RC1","2021-07-07","2021-09-29","7RC1",
"7DHJ","2020-11-15","2021-11-24","7DHJ",
"7DGH","2020-11-11","2021-11-24","7DGH",
"7DGI","2020-11-11","2021-11-24","7DGI",
"6XFN","2020-06-15","2020-06-24","6XFN",
"6XBG","2020-06-05","2020-06-17","6XBG",
"6XBH","2020-06-06","2020-06-17","6XBH",
"6XBI","2020-06-06","2020-06-17","6XBI",
"6WKQ","2020-04-16","2020-04-29","6WKQ",
"6YZ1","2020-05-06","2020-05-13","6YZ1",
"6XHM","2020-06-19","2020-07-08","6XHM",
"7SI9","2021-10-12","2021-10-20","7SI9",
"7D4F","2020-09-23","2020-11-11","7D4F",
"6XQB","2020-07-09","2020-07-29","6XQB",
"6W81","2020-03-20","2021-03-24","6W81",
"6WOJ","2020-04-24","2020-05-06","6WOJ",
"7LBN","2021-01-08","2021-02-24","7LBN",
"7JME","2020-07-31","2020-09-02","7JME",
"7NNG","2021-02-24","2021-04-07","7NNG",
"7NN0","2021-02-23","2021-03-24","7NN0",
"7NIO","2021-02-12","2021-03-17","7NIO",
"6ZSL","2020-07-15","2020-07-29","6ZSL",
"6XIP","2020-06-20","2020-07-01","6XIP",
"7N0C","2021-05-25","2021-07-28","7N0C",
"7CZ4","2020-09-07","2020-11-11","7CZ4",
"7C33","2020-05-11","2020-11-11","7C33",
"7JIW","2020-07-23","2020-08-05","7JIW",
"6XG3","2020-06-16","2020-06-24","6XG3",
"7LOS","2021-02-10","2021-02-24","7LOS",
"7JR4","2020-08-11","2020-08-26","7JR4",
"7JR3","2020-08-11","2020-08-26","7JR3",
"7LLZ","2021-02-04","2021-02-24","7LLZ",
"7CMD","2020-07-27","2020-09-02","7CMD",
"7CJD","2020-07-10","2020-09-02","7CJD",
"6WX4","2020-05-09","2020-05-20","6WX4",
"6WUU","2020-05-05","2020-05-20","6WUU",
"7D64","2020-09-29","2021-09-29","7D64",
"7K7P","2020-09-23","2020-09-30","7K7P",
"7L1F","2020-12-14","2021-02-10","7L1F",
"7BZF","2020-04-27","2020-06-03","7BZF",
"7C2K","2020-05-07","2020-06-03","7C2K",
"7DAV","2020-10-18","2021-11-03","7DAV",
"7DAU","2020-10-18","2021-11-03","7DAU",
"7DAT","2020-10-18","2021-11-03","7DAT",
"7D7K","2020-10-04","2021-04-21","7D7K",
"6YB7","2020-03-16","2020-03-25","6YB7",
"6W79","2020-03-18","2020-08-26","6W79",
"7LMH","2021-02-05","2021-08-11","7LMH",
"7LMG","2021-02-05","2021-08-11","7LMG",
"7LMJ","2021-02-05","2021-08-11","7LMJ",
"7LMI","2021-02-05","2021-08-11","7LMI",
"7DTE","2021-01-04","2021-10-20","7DTE",
"7JIT","2020-07-23","2020-08-05","7JIT",
"7JIV","2020-07-23","2020-08-05","7JIV",
"7JIR","2020-07-23","2020-08-05","7JIR",
"6XKM","2020-06-26","2020-07-08","6XKM",
"7JIB","2020-07-23","2020-08-26","7JIB",
"7JHE","2020-07-20","2020-08-26","7JHE",
"6WTC","2020-05-02","2020-05-13","6WTC",
"6WRZ","2020-04-30","2020-05-13","6WRZ",
"6WQ3","2020-04-28","2020-05-06","6WQ3",
"6WJT","2020-04-14","2020-04-22","6WJT",
"7N0B","2021-05-25","2021-07-28","7N0B",
"7N0D","2021-05-25","2021-07-28","7N0D",
"7LW4","2021-02-27","2021-05-05","7LW4",
"7LW3","2021-02-27","2021-05-05","7LW3",
"7JPE","2020-08-07","2020-08-26","7JPE",
"6WXD","2020-05-10","2020-05-20","6WXD",
"6W9Q","2020-03-23","2020-04-08","6W9Q",
"7JLT","2020-07-30","2020-08-26","7JLT",
"7MC5","2021-04-01","2021-05-05","7MC5",
"7MC6","2021-04-01","2021-05-05","7MC6",
"7CUU","2020-08-24","2021-06-23","7CUU",
"7CA8","2020-06-08","2021-04-07","7CA8",
"7LKX","2021-02-02","2021-02-17","7LKX",
"7LKW","2021-02-02","2021-02-17","7LKW",
"7LKT","2021-02-02","2021-02-17","7LKT",
"7LKS","2021-02-02","2021-02-17","7LKS",
"7LKV","2021-02-02","2021-02-17","7LKV",
"7LKU","2021-02-02","2021-02-17","7LKU",
"7LKR","2021-02-02","2021-02-17","7LKR",
"7CJM","2020-07-11","2020-09-02","7CJM",
"6WKS","2020-04-16","2020-05-06","6WKS",
"7RN1","2021-07-28","2021-09-08","7RN1",
"7RN0","2021-07-28","2021-08-11","7RN0",
"7RE0","2021-07-12","2021-12-01","7RE0",
"7RDZ","2021-07-12","2021-11-24","7RDZ",
"5S3Z","2020-11-02","2021-01-13","5S3Z",
"5S3X","2020-11-02","2021-01-13","5S3X",
"5S3Y","2020-11-02","2021-01-13","5S3Y",
"5S47","2020-11-02","2021-01-13","5S47",
"5S3V","2020-11-02","2021-01-13","5S3V",
"5S3W","2020-11-02","2021-01-13","5S3W",
"5S4F","2020-11-02","2021-01-13","5S4F",
"5S4C","2020-11-02","2021-01-13","5S4C",
"5S4A","2020-11-02","2021-01-13","5S4A",
"5S4K","2020-11-02","2021-01-13","5S4K",
"5S4I","2020-11-02","2021-01-13","5S4I",
"5S4J","2020-11-02","2021-01-13","5S4J",
"5S4G","2020-11-02","2021-01-13","5S4G",
"5S4H","2020-11-02","2021-01-13","5S4H",
"5S2Y","2020-11-02","2021-01-13","5S2Y",
"5S2Z","2020-11-02","2021-01-13","5S2Z",
"5S38","2020-11-02","2021-01-13","5S38",
"5S2W","2020-11-02","2021-01-13","5S2W",
"5S2X","2020-11-02","2021-01-13","5S2X",
"5S36","2020-11-02","2021-01-13","5S36",
"5S2U","2020-11-02","2021-01-13","5S2U",
"5S37","2020-11-02","2021-01-13","5S37",
"5S2V","2020-11-02","2021-01-13","5S2V",
"5S3B","2020-11-02","2021-01-13","5S3B",
"5S3L","2020-11-02","2021-01-13","5S3L",
"5S3M","2020-11-02","2021-01-13","5S3M",
"5S3J","2020-11-02","2021-01-13","5S3J",
"5S3K","2020-11-02","2021-01-13","5S3K",
"5S3H","2020-11-02","2021-01-13","5S3H",
"5S3I","2020-11-02","2021-01-13","5S3I",
"5S3G","2020-11-02","2021-01-13","5S3G",
"5S45","2020-11-02","2021-01-13","5S45",
"5S46","2020-11-02","2021-01-13","5S46",
"5S3U","2020-11-02","2021-01-13","5S3U",
"5S43","2020-11-02","2021-01-13","5S43",
"5S3R","2020-11-02","2021-01-13","5S3R",
"5S44","2020-11-02","2021-01-13","5S44",
"5S3S","2020-11-02","2021-01-13","5S3S",
"5S41","2020-11-02","2021-01-13","5S41",
"5S3P","2020-11-02","2021-01-13","5S3P",
"5S42","2020-11-02","2021-01-13","5S42",
"5S3Q","2020-11-02","2021-01-13","5S3Q",
"5S3N","2020-11-02","2021-01-13","5S3N",
"5S40","2020-11-02","2021-01-13","5S40",
"5S3O","2020-11-02","2021-01-13","5S3O",
